Name,Type,Citation
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S. and Khan, W., 2018. Mathematical Model for Safety Score Calculation for Validation of Coach Operators in the UK. 174-182."
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S. and Khan, W., 2017. Big Data analytics: A Review of Data Mining Models for SMEs in the Transportation Sector. In: Intelligent Transport Systems (INTSYS) – From research and development to the market uptake 29-30 November 2017 Helsinki, Finland."
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S. and Khan, W., 2017. A Safety Transport Model for Validation of UK Coach Operators for School Journeys. In: Intelligent Transport Systems (INTSYS) – From research and development to the market uptake 29-30 November 2017 Helsinki, Finland."
Dr Simant Prakoonwit,Conference,"Savosin, D., Prakoonwit, S., Tian, F., Liang, J.G. and Pan, Z.G., 2017. Representation of Intractable Objects and Action Sequences in VR Using Hand Gesture Recognition. In: 11th International Conference on E-Learning & Games 26-28 June 2017 Bournemouth, UK. Springer."
Dr Simant Prakoonwit,Conference,"Sahandi, R., Prakoonwit, S. and Khan, W., 2017. School Transport Safety Through Private Coach Hires in Great Britain: A Qualitative Survey. In: 15th International Conference on Intelligent Transport Systems (ITS) Telecommunications 29-31 May 2017 Warsaw."
Dr Simant Prakoonwit,Conference,"Garcia-Cardona, S., Tian, F. and Prakoonwit, S., 2017. Tenochtitlan - An Interactive Virtual Reality Environment that Encourages Museum Exhibit Engagement. 20-28."
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S. and Khan, W., 2016. Intelligent safety transport framework for schools: A review of route planning and tracking systems."
Dr Simant Prakoonwit,Conference,"Kanamgotov, A., Koshy, L., Conrad, M. and Prakoonwit, S., 2014. User avatar association in virtual worlds. 93-100."
Dr Simant Prakoonwit,Conference,"Kanamgotov, A., Christopoulos, A., Conrad, M. and Prakoonwit, S., 2012. Immersion in virtual worlds - But not second life! 107-113."
Dr Simant Prakoonwit,Conference,"Prakoonwit, S., 2010. Finding a set of optimal viewing for 3D surface reconstruction from 2D X-ray images using genetic algorithm."
Dr Simant Prakoonwit,Conference,"Prakoonwit, S., 2010. 3D reconstruction from few silhouettes using statistical models and landmark points. 120-125."
Dr Simant Prakoonwit,Conference,"Prakoonwit, S. and Benjamin, R., 2009. Optimal 3D surface reconstruction from multiview photographic images. 126-131."
Dr Simant Prakoonwit,Conference,"Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2004. Deposition of charged inhaled aerosols with transient airflow in sequential lung airway model. 941-947."
Dr Simant Prakoonwit,Conference,"Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2004. Numerical Investigation of Charged Aerosol Deposition in Tracheobronchial and Alveolar Regions. In: Lung Modelling: Numerical and Experimental 1 November 2004 Sheffield, UK."
Dr Simant Prakoonwit,Conference,"Prakoonwit, S., Koolpiruck, D. and Balachandran, W., 2003. Charged Aerosol Transport and Deposition in a Two-dimensional Model of Human Alveolar Duct. In: Drug Delivery to the Lungs XIV 1 December 2003 London, UK."
Dr Simant Prakoonwit,Conference,"Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2003. Deposition of charge aerosol in reconstructed human airways. In: Proceeding of ICLASS 2003 13-18 July 2003 Sorrento, Italy."
Dr Simant Prakoonwit,Conference,"Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2003. Numerical modelling of inhaled charged aerosol deposition in human airways. In: Proceeding of ESA/IEEE-IAS Joint Conference 24-27 June 2003 Arkansas, USA."
Dr Simant Prakoonwit,Conference,"Kulon, J., Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2003. 3D Numerical and experimental study of the bipolar charge particle separator. In: Proceeding of electrostatics 2003 IOP Conference 23-27 March 2003 Edinburgh, UK."
Dr Simant Prakoonwit,Conference,"Koolpiruck, D., Prakoonwit, S., Cecelja, F. and Balachandran, W., 2002. A numerical study of charged aerosol transportation in human airways. In: Proceeding of Drug Delivery to the Lungs XIII 12-13 December 2002 London, UK."
Dr Simant Prakoonwit,Conference,"Jirawimut, R., Prakoonwit, S., Cecelja, F. and Balachandran, W., 2002. Visual odometer for pedestrian navigation. 43-48."
Dr Simant Prakoonwit,Conference,"Benjamin, R. and Prakoonwit, S., 1997. Automatic X-ray screening of aircraft hold luggage. 5-8."
Dr Simant Prakoonwit,Conference,"Prakoonwit, S., Benjamin, R. and Kitney, R., 1994. The object-based reconstruction of complex-shaped objects from a small number of X-ray images. In: Proc World Congress on Medical Physics and Bio-Medical Engineering 1-5 August 1994 Rio de Janeiro, Brazil."
Dr Leigh McLoughlin,Journal Article,"Zhao, H., McLoughlin, L., Adzhiev, V. and Pasko, A., 2019. ""Why do we not buy mass customised products?"" - An investigation of consumer purchase intention of mass customised products. International Journal of Industrial Engineering and Management, 10 (2), 181-190."
Dr Leigh McLoughlin,Journal Article,"Moseley, M., Howat, L., McLoughlin, L., Gilling, S. and Lewis, D., 2019. Accessible digital assessments of temporal, spatial, or movement concepts for profoundly motor impaired and non-verbal individuals: a pilot study. Disability and Rehabilitation: Assistive Technology."
Dr Leigh McLoughlin,Journal Article,"Zhao, H., McLoughlin, L., Adzhiev, V. and Pasko, A., 2019. 3D mass customization toolkits design, Part II: Heuristic evaluation of online toolkits. Computer-Aided Design and Applications, 16 (2), 223-242."
Dr Leigh McLoughlin,Journal Article,"Zhao, H., McLoughlin, L., Adzhiev, V. and Pasko, A., 2018. 3D Mass Customization Toolkits Design, Part I: Survey and an Evaluation Model. Computer-Aided Design & Applications."
Dr Leigh McLoughlin,Journal Article,"McLoughlin, L., Fryazinov, O., Moseley, M., Adzhiev, V., Wu, M. and Pasko, A., 2018. Developing an Accessible 3D Printing Pipeline. Hyperseeing, 57."
Dr Leigh McLoughlin,Journal Article,"McLoughlin, L., Fryazinov, O., Moseley, M., Sanchez, M., Adzhiev, V., Comninos, P. and Pasko, A., 2016. Virtual sculpting and 3D printing for young people with disabilities. IEEE Computer Graphics and Applications."
Dr Leigh McLoughlin,Journal Article,"McLoughlin, L., Fryazinov, O., Moseley, M., Sanchez, M., Adzhiev, V., Comninos, P. and Pasko, A., 2014. SHIVA: Virtual sculpting and 3D printing for disabled children. Proceedings of the 22nd International Conference on Computers in Education, ICCE 2014, 665-670."
Dr Leigh McLoughlin,Journal Article,"Anderson, E.F., McLoughlin, L., Liarokapis, F., Peters, C., Petridis, P. and de Freitas, S., 2010. Developing serious games for cultural heritage: A state-of-the-art Review. Virtual Reality, 14 (4), 255-275."
Dr Leigh McLoughlin,Journal Article,"Comninos, P., McLoughlin, L. and Anderson, E.F., 2010. Educating technophile artists and artophile technologists: A successful experiment in higher education. Computers and Graphics (Pergamon), 34 (6), 780-790."
Dr Leigh McLoughlin,Conference,"Zhao, H., McLoughlin, L., Adzhiev, V. and Pasko, A., 2018. ""Why do we buy mass customised products?""-consumer's perspective of success factors for online mass customisation. In: 8th International Conference on Mass Customization and Personalization – Community of Europe (MCP - CE 2018) 19-21 September 2018 Novi Sad, Serbia."
Dr Leigh McLoughlin,Conference,"McLoughlin, L., Fryazinov, O., Moseley, M., Adzhiev, V., Wu, M. and Pasko, A., 2018. Developing an Accessible 3D Printing Pipeline. In: FASE 2018 Session in SMI2018, 7 June 2018, 7 June 2018 Lisbon, Portugal. 57-62."
Dr Leigh McLoughlin,Conference,"Zhao, H., McLoughlin, L., Adzhiev, V. and Pasko, A., 2018. An Evaluation Model For Web-based 3D Mass Customization Toolkit Design. In: 2017 World Mass Customization and Personalization Conference 20-21 November 2017 Aachen, Germany."
Dr Leigh McLoughlin,Conference,"McLoughlin, L., 2013. Accessible Virtual Sculpting and 3D Printing. In: RAatE 2013: Recent Advances in Assistive Technology & Engineering 25 November 2013 Warwick, UK."
Dr Leigh McLoughlin,Conference,"Anderson, E.F., McLoughlin, L., Watson, J., Holmes, S., Jones, P., Pallett, H. and Smith, B., 2013. Choosing the Infrastructure for Entertainment and Serious Computer Games – a Whiteroom Benchmark for Game Engine Selection. In: VS-Games 2013 11-13 September 2013 Bournemouth. IEEE Computer Society, 101-108."
Dr Leigh McLoughlin,Conference,"Comninos, P., McLoughlin, L. and Anderson, E.F., 2009. Educating technophile artists: experiences from a highly successful computer animation undergraduate programme. ACM."
Dr Leigh McLoughlin,Conference,"Anderson, E.F., McLoughlin, L., Peters, C., Petridis, P. and Freitas, S.D., 2009. Serious Games in Cultural Heritage. In: Ashley, M. and Liarokapis, F., eds. VAST 2009: 10th International Symposium on Virtual Reality, Archaeology and Cultural Heritage 22-25 September 2009 St. Julians, Malta. Eurographics Association, 29-48."
Dr Leigh McLoughlin,Conference,"Anderson, E.F., Engel, S., Comninos, P. and McLoughlin, L., 2008. The case for research in game engine architecture. ACM, 228-231."
Dr Leigh McLoughlin,Conference,"Anderson, E.F. and McLoughlin, L., 2007. Critters in the Classroom: A 3D Computer-Game-Like Tool for Teaching Programming to Computer Animation Students. In: SIGGRAPH '07: ACM SIGGRAPH 2007 Educators Program 5-9 August 2007 San Diego, USA. New York: ACM Press."
Dr Leigh McLoughlin,Conference,"Anderson, E.F. and McLoughlin, L., 2006. Do Robots Dream of Virtual Sheep: Rediscovering the ""Karel the Robot"" Paradigm for the ""Plug&Play Generation"". In: GDTW2006 15-16 November 2006 Liverpool, UK. 92-96."
Dr Leigh McLoughlin,Conference,"Cubitt, A., Beeson, M., McLoughlin, L., Cherouvim, G., Hopkins, D., Shimoda, J. and Carus, D., 2004. The Victory Game Engine. In: CGAIDE 2004 5th Game-On International Conference on Computer Games: Artificial Intelligence, Design and Education 8-10 November 2004 Reading, UK."
Dr Leigh McLoughlin,Posters,"McLoughlin, L. and Anderson, E.F., 2013. Reverse Skew-T - A Cloudmaking Tool for CG. In: Eurographics 2013."
Dr Leigh McLoughlin,Posters,"McLoughlin, L., 2008. Cloud 21."
Dr Leigh McLoughlin,Posters,"Anderson, E.F. and McLoughlin, L., 2006. C-Sheep: Controlling Entities in a 3D Virtual World as a Tool for Computer Science Education. In: Future Play 2006 London (On), Canada."
Dr Leigh McLoughlin,Posters,"McLoughlin, L. and Anderson, E.F., 2006. I See Sheep: A Practical Application of Game Rendering Techniques for Computer Science Education. In: Future Play 2006."
Dr David John,Journal Article,"Alkhalil, A., Sahandi, R. and John, D., 2017. An exploration of the determinants for decision to migrate existing resources to cloud computing using an integrated TOE-DOI model. Journal of Cloud Computing, 6 (1)."
Dr David John,Journal Article,"Alkhalil, A., Sahandi, R. and John, D., 2017. A decision process model to support migration to cloud computing. International Journal of Business Information Systems, 24 (1), 102-126."
Dr David John,Journal Article,"Alkhalil, A., Sahandi, M.R. and John, D., 2016. A Decision Process Model to Support Migration to Cloud Computing. International Journal of Business Information Systems, 24 (1), 102-126."
Dr David John,Journal Article,"John, D., Gatzidis, C., Boucouvalas, A.C., Liarokapis, F. and Brujic-Okretic, V., 2011. Prototyping Expressive 3D Social Worlds. The Open Virtual Reality Journal, 3, 1-15."
Dr David John,Journal Article,"Xu, Z., John, D. and Boucouvalas, A.C., 2006. Expressive Image Generation: Towards Expressive Internet Communications. Journal of Visual Languages and Computing, 17, 445-465."
Dr David John,Journal Article,"John, D. and Boucouvalas, A.C., 2002. User Performance with Audio: The Effect of Subjects’ Cognitive Style. Educational Psychology, 22, 133-147."
Dr David John,Journal Article,"John, D. and Boucouvalas, A.C., 1999. Comparing user performance with interfaces designed to suit their cognitive style. Colloquium Digest- IEE, 5/1-5/6."
Dr David John,Journal Article,"John, D. and Boucouvalas, A.C., 1999. Comparing user cognitive style and performance with text and Image user interfaces. Colloquium Digest- IEE."
Dr David John,Book,"John, D. and Bolwell, L., 1988. People And Industry: The Dynamics Of The South East Dorset Economy In The 1980's. Bournemouth, England: Bournemouth Tourism Educational Support Unit."
Dr David John,Chapter,"Xu, Z., John, D. and Boucouvalas, A.C., 2006. Fuzzy Logic Usage in Emotion Communication of Human Machine Interaction. In: Ghaoui, C., ed. Encyclopedia of Human Computer Interaction. London: Idea Group, 227-233."
Dr David John,Chapter,"Xu, Z., John, D. and Boucouvalas, A.C., 2006. Social Factors and Interface Design Guidelines. In: Ghaoui, C., ed. Encyclopedia of Human Computer Interaction. London: Idea Group, 523-532."
Dr David John,Chapter,"Xu, Z., John, D. and Boucouvalas, A.C., 2006. The Influence of Expressive Images for Computer Interaction. In: Ghaoui, C., ed. Encyclopedia of Human Computer Interaction. London: Idea Group, 324-331."
Dr David John,Conference,"Simons, A., John, D. and wakefield, C., 2019. Can Augmented Reality enhance to a greater visitor satisfaction of historical landmarks? In: Eurographics 6-9 November 2019 Sarajevo."
Dr David John,Conference,"Qureshi, H.A., John, D. and Prakoonwit, S., 2019. Performance Analysis Of LTE-A Systems With Femtocell Overlays Using Different Modulation Techniques Under Different Multipath Fading. In: International Academic Conference on Engineering, Technology and Innovations (IACETI) 25-26 September 2019 Rome, Italy."
Dr David John,Conference,"John, D. and Hadley, G., 2019. Are Photogrammetry and 3D Scanning a real alternative to 3D modelling for Virtual Heritage applications? In: Computer Applications and Quantitative Methods in Archaeology UK (CAA-UK 2019) 4-5 October 2019 Bournemouth, UK. Bournemouth, UK: Bournemouth University."
Dr David John,Conference,"Aldoayan, M., Sahandi, M.R., John, D. and Cetinkaya, D., 2019. Collaborative Cloud-based Online Courses: Issues and Challenges. In: 8th International conference on Educational and Information Technology (ICEIT 2019) 2-4 March 2019 Cambridge."
Dr David John,Conference,"John, D., Cheetham, P. and Manley, H., 2018. Visualising Dudsbury Hillfort: Using Immersive Virtual Reality to Engage the Public with Cultural Heritage. In: Sablatnig, R. and Wimmer, W., eds. Visual Heritage 2018 - EUROGRAPHICS Workshop on Graphics and Cultural Heritage (2018) 12-15 November 2018 Vienna, Austria."
Dr David John,Conference,"John, D., Shaw, L., Cheetham, P. and Manley, H., 2017. Educational Virtual Reality Visualisations of Heritage Sites. In: Schreck, T., Weyrich, T., Sablatnig, R. and Stular, B., eds. EUROGRAPHICS Workshop on Graphics and Cultural Heritage (GCH 2017) 27-29 September 2017 Graz, Austria. Geneva, Switzerland: The Eurographics Association, 189-193."
Dr David John,Conference,"John, D., Cheetham, P. and Shaw, L., 2016. The Virtual and the Field: Enhancing Visualisation in archaeology using serious game technologies. In: Computer Graphics & Visual Computing (CGVC) 2016 15-16 September 2016 Bournemouth University."
Dr David John,Conference,"Shaw, L., John, D., Manley, H. and Underwood, G., 2016. More than just a pretty picture: A review of the use of 3D printing, touch tables and virtual environments to engage the public with Lidar and the archaeology of the New Forest. In: Computer Applications and Quantitive Methods in Archaeology (CAA) international conference 29 March-2 April 2016 University of Oslo, Norway."
Dr David John,Conference,"Alkhalil, A., Sahandi, R. and John, D., 2016. A review of the current level of support to aid decisions for migrating to cloud computing."
Dr David John,Conference,"Alkhalil, A., Sahandi, R. and John, D., 2014. Migration to Cloud Computing: A Decision Process Model. In: Central European Conference on Information and Intelligent Systems 17-19 September 2014 Varaždin, Croatia."
Dr David John,Conference,"Alkhalil, A., Sahandi, R. and John, D., 2014. Migration to Cloud Computing: A Decision Process Model. In: CECIIS - 2014 17-19 September 2014 Varaždin, Croatia. 154-163."
Dr David John,Conference,"Alkhalil, A., Sahandi, R. and John, D., 2013. Migration to Cloud Computing - The Impact on IT Management and Security. In: International Workshop on Cloud Computing and Information Security (CCIS2013) 9-11 November 2013 Shanghai, China."
Dr David John,Conference,"Alkhalil, A., Sahandi, R. and John, D., 2013. Migration to Cloud Computing-The Impact on IT Management and Security: An Exploration of Senior Technical and Security Professional Views. In: International Workshop on Cloud Computing and Information Security (CCIS 2013) 9-11 November 2013 , Shanghai, China."
Dr David John,Conference,"John, D., 2013. Updating the Classifications of Mobile Music Projects. In: International Conference of New Interfaces for Musical Expression 27-30 May 2013 Daejeon + Seoul, Korea Republic. 301-306."
Dr David John,Conference,"John, D., Gatzidis, C., Boucouvalas, A.C. and Brujic-Okretic, V., 2009. A Framework for the Development of Online, Location-Specific, Expressive 3D Social Worlds. In: Rebolledo-Mendez, G., Liarokapis, F. and de Freitas, S., eds. IEEE First International Conference Games and Virtual Worlds for Serious Applications 23-24 March 2009 Technocentre Coventry University, UK. IEEE Computer Society Press, 219-220."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2008. Predicting the Future Value of the Stock Market by Assessing the Emotion Status of Web Pages. In: TEMU 2008: International Conference on Telecommunications & Multimedia 16-18 July 2008 Ierapetra, Crete."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2008. The Automatic Identification of the Emotion Status of Web Pages. In: Tavares, J.M.R.S. and Jorge, R.N., eds. EuroMedia 2008: 14th Annual Scientific Conference on Web Technology, New Media Communications and Telematics Theory, Methods, Tools and Applications Medical Imaging and D-TV 9-11 April 2008 University of Porto, Porto, Portugal. 18-22."
Dr David John,Conference,"John, D., Boucouvalas, A.C. and Xu, Z., 2006. The Development of an Emotion Analyser that Measures the Mood of the Stock Market. In: TEMU 2006: International Conference on Telecommunications & Multimedia 5-7 July 2006 Heraklion Crete."
Dr David John,Conference,"John, D., Boucouvalas, A.C. and Xu, Z., 2006. Text-to-Emotion Analysis Engines: Theory and Practice. In: Tzafestas, E., ed. EuroMedia 2006: 12th Annual Scientific Conference on Web Technology, New Media Communications and Telematics Theory, Methods, Tools and Applications 17-19 April 2006 Athens, Greece. 23-27."
Dr David John,Conference,"John, D. and Xu, Z., 2006. Representing Emotional Momentum within Expressive Internet Communication. In: Boucouvalas, A.C., ed. IASTED International Conference on Internet and Multimedia Systems and Applications (EuroIMSA 2006) 13-15 February 2006 Innsbruck Austria. 183-188."
Dr David John,Conference,"John, D., Boucouvalas, A.C. and Xu, Z., 2006. Social Norm, Expression and Agent Interaction. In: CSNDSP 2006: Fifth International Symposium of Communication Systems, Networks And Digital Signal Processing 19-21 July 2006 University of Patras, Greece."
Dr David John,Conference,"Xu, Z., John, D. and Boucouvalas, A.C., 2003. Expressive Image Generator for an Emotion Extraction Engine. In: O'Neill, E., Palanque, P. and Johnson, P., eds. 17th HCI 2003 8-12 September 2003 University of Bath, UK. Springer-Verlag, 367-381."
Dr David John,Conference,"Boucouvalas, A.C., Xu, Z. and John, D., 2003. Emotion Extraction Engine: Expressive Image Generator. In: EuroMedia 2003 14-16 April 2003 Plymouth University UK. Ostend, Belgium: EUROSIS, 23-28."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2002. Multimedia Tasks and User Cognitive Styles. In: Third International Symposium on Communication Systems Networks & Digital Signal Processing, CSNDSP 2002 15-17 July 2002 Staffordshire University, UK."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2002. The Effect of the Visual-Auditory Dimension of Cognitive Style. In: ITI 2002: 24th International Conference on Information Technology Interfaces 24-27 June 2002 Cavtat, Croatia. 179-184."
Dr David John,Conference,"Xu, Z., John, D. and Boucouvalas, A.C., 2002. Text-to-Emotion Engine: Tests of User preferences. In: IEEE International Symposium on Consumer Electronics 2002 (ICE'02) 23-26 September 2002 Technical University Ilmenau, Germany."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2001. The Effect Of Cognitive Style On User Performance In Tasks Using Different Types Of Media. In: EuroMedia 2001 18-20 April 2001 UPV, Valencia, Spain."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2000. Comparing User Cognitive Style and Performance with Text User Interfaces and Image User Interfaces. In: CSNDSP 2000: Second International Symposium on Communication Systems Networks & Digital Signal Processing 18-20 July 2000 Bournemouth University, UK."
Dr David John,Conference,"John, D. and Boucouvalas, A.C., 2000. The Effect of Cognitive Style on User Performance with Audio. In: EuroMedia 2000 8-10 May 2000 Antwerp, Belgium."
Dr David John,Conference,"John, D., Jerrams-Smith, J., Boucouvalas, A.C. and Heathcote, D., 1998. Telecare Companion: An Adaptive Telecare System. In: CSDSP'98: First International Symposium on Communication Systems & Digital Signal Processing 6-8 April 1998 Sheffield Hallam University, UK. Sheffield: Sheffield Hallam University Press, 603-606."
Dr David John,Conference,"Brown, B.H. and John, D., 1987. The South East Dorset Economy In The 1980's. In: Tourism Conference 1987 Cornnwall."
Dr Charlie Hargood,Journal Article,"Hargood, C., Millard, D.E. and Weal, M.J., 2018. The thematic modelling of subtext. Multimedia Tools and Applications, 77 (21), 28281-28308."
Dr Charlie Hargood,Journal Article,"Hargood, C., 2018. The Narrative and Hypertext Workshop Series and the value of Workshops to Research Communities. ACM SIGWEB Newsletter (ACM Digital Library), Summer 2018 (Summer)."
Dr Charlie Hargood,Journal Article,"Morrison, L.G., Geraghty, A.W.A., Lloyd, S., Goodman, N., Michaelides, D.T., Hargood, C., Weal, M. and Yardley, L., 2018. Comparing usage of a web and app stress management intervention: An observational study. Internet Interventions, 12, 74-82."
Dr Charlie Hargood,Journal Article,"Morrison, L.G. et al., 2017. The effect of timing and frequency of push notifications on usage of a smartphone-based stress management intervention: An exploratory trial. PLoS ONE, 12 (1)."
Dr Charlie Hargood,Journal Article,"Lin, S.X., Morrison, L., Smith, P.W.F., Hargood, C., Weal, M. and Yardley, L., 2016. Properties of bootstrap tests for N-of-1 studies. British Journal of Mathematical and Statistical Psychology, 69 (3), 276-290."
Dr Charlie Hargood,Journal Article,"Morrison, L., Arden-Close, E., Bradbury, K., Smith, E., Michaelides, D., Hargood, C., Weal, M., Little, P. and Yardley, L., 2015. How does usage of a weight-management intervention vary by context? The story of POWeR. European Health Psychologist, 17 (S)."
Dr Charlie Hargood,Journal Article,"Morrison, L.G. et al., 2014. Understanding usage of a hybrid website and smartphone app for weight management: A mixed-methods study. Journal of Medical Internet Research, 16 (10), e201."
Dr Charlie Hargood,Journal Article,"Millard, D.E., Borthwick, K., Howard, Y., McSweeney, P. and Hargood, C., 2013. The HumBox: Changing educational practice around a learning resource repository. Computers and Education, 69, 287-302."
Dr Charlie Hargood,Journal Article,"Hargood, C., Millard, D.E. and Weal, M.J., 2010. Capturing the semiotic relationship between terms. New Review of Hypermedia and Multimedia, 16 (1-2), 71-84."
Dr Charlie Hargood,Conference,"Lynch, S., Charles, F., Pedersen, K. and Hargood, C., 2019. M22 - A Modern Visual Novel Framework. In: Narrative and Hypertext (NHT’19) 17 September 2019 Hof, Germany."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E. and Bernstein, M., 2019. NHT'19: Narrative and hypertext 2019. 307-308."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D. and Bernstein, M., 2019. Narrative and Hypertext 2019 (NHT'19) workshop organizers' welcome. III."
Dr Charlie Hargood,Conference,"Green, D., Hargood, C. and Charles, F., 2019. Novella 2.0: A hypertextual architecture for interactive narrative in games. 77-86."
Dr Charlie Hargood,Conference,"Green, D., Hargood, C. and Charles, F., 2018. Define “Authoring Tool”: A Survey of Interactive Narrative Authoring Tools. In: AIS '18, ICIDS '18 5-8 December 2018 Dublin, Ireland."
Dr Charlie Hargood,Conference,"Green, D., Hargood, C. and Charles, F., 2018. Contemporary Issues in Interactive Storytelling Authoring Systems. In: International Conference on Interactive Digital Storytelling 5-8 December 2018 Dublin."
Dr Charlie Hargood,Conference,"Green, D., Hargood, C., Charles, F. and Jones, A., 2018. Novella: A Proposition for Game-Based Storytelling. In: Narrative and Hypertext 2018 9 July 2018 Baltimore."
Dr Charlie Hargood,Conference,"Jones, A., Gyori, B., Hargood, C., Charles, F. and Green, D., 2018. Shelley's Heart: Experiences in Designing a Multi-Reader Locative Narrative. In: Narrative and Hypertext 2018 9 July 2018 Baltimore."
Dr Charlie Hargood,Conference,"Hargood, C., Weal, M.J. and Millard, D.E., 2018. The storyplaces platform: Building aweb-based locative hypertext system. 128-135."
Dr Charlie Hargood,Conference,"Hargood, C., Charles, F. and Millard, D.E., 2018. Intelligent generative locative hyperstructure. 238-241."
Dr Charlie Hargood,Conference,"Mitchell, A., Spierling, U., Hargood, C. and Millard, D.E., 2018. Authoring for interactive storytelling: When, why, and do we actually need authoring tools? 544-547."
Dr Charlie Hargood,Conference,"Xu, W., Hargood, C., Tang, W. and Charles, F., 2018. Towards generating stylistic dialogues for narratives using data-driven approaches. 462-472."
Dr Charlie Hargood,Conference,"Hargood, C., Mitchell, A., Millard, D.E. and Spierling, U., 2017. Authoring for Interactive Storytelling Workshop. In: International Conference of Interactive Digital Storytelling 2017 14-17 November 2017 Madeira. 405-408."
Dr Charlie Hargood,Conference,"Lynch, S., Hargood, C. and Charles, F., 2017. Textual Authoring for Interactive Narrative. In: Authoring for Interactive Storytelling 2017 14 November 2017 Funchal, Madeira."
Dr Charlie Hargood,Conference,"Millard, D., Hargood, C., Howard, Y. and Packer, H., 2017. The StoryPlaces Authoring Tool: Pattern Centric Authoring. In: Authoring for Interactive Storytelling 2017 14 November 2017 Funchal, Madeira."
Dr Charlie Hargood,Conference,"Millard, D., Hargood, C., Howard, Y. and Hunt, V., 2017. Snowflakes in Scotland: The Role of Personal Reflection in Exploring Digital Poetics and Locative Stories. In: MIX 2017 Writing Digital 10-12 July 2017 Bath."
Dr Charlie Hargood,Conference,"Millard, D.E. and Hargood, C., 2017. Tiree tales: A co-operative inquiry into the poetics of location-based narratives. 15-24."
Dr Charlie Hargood,Conference,"Hargood, C., Hicks, B., Charles, F., Lynch, S. and Tang, W., 2017. Snow White Is Missing: An Interactive Locative Story for Dementia Patients. 85-92."
Dr Charlie Hargood,Conference,"Hargood, C., Artis, B. and Stevens, C., 2017. What's the story? A proposed approach for the evaluation of experimental interactive narrative."
Dr Charlie Hargood,Conference,"Packer, H.S., Hargood, C., Howard, Y., Papadopoulos, P. and Millard, D.E., 2017. Developing a Writer’s Toolkit for Interactive Locative Storytelling. 63-74."
Dr Charlie Hargood,Conference,"Hargood, C., Hunt, V., Weal, M.J. and Millard, D.E., 2016. Patterns of sculptural hypertext in location based narratives. 61-70."
Dr Charlie Hargood,Conference,"Millard, D.E. and Hargood, C., 2015. A research framework for engineering location-based poetics. 13-16."
Dr Charlie Hargood,Conference,"Millard, D.E., Hargood, C., Jewell, M.O. and Weal, M.J., 2013. Canyons, deltas and plains: Towards a unified sculptural model of location-based hypertext. 109-118."
Dr Charlie Hargood,Conference,"Hargood, C., Michaelides, D., Weal, M., Morrison, L. and Yardley, L., 2012. Digital interventions on and off mobile devices. In: Digital Futures 2012 October 2012 Aberdeen."
Dr Charlie Hargood,Conference,"Weal, M., Hargood, C., Michaelides, D., Morrison, L. and Yardley, L., 2012. Making online behavioural interventions mobile. In: Digital Research 2012 September 2012 Oxford."
Dr Charlie Hargood,Conference,"Hargood, C., Jewell, M.O. and Millard, D.E., 2012. The narrative braid: A model for tackling the narrative paradox in adaptive documentaries. 13-17."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E., Taylor, M.R., Davies, R. and Brooker, S., 2012. Exploring (the poetics of) strange (and fractal) hypertexts. 181-185."
Dr Charlie Hargood,Conference,"McSweeney, P., Prince, R., Hargood, C., Millard, D. and Carr, L., 2011. Aggregated Erevnametrics: bringing together alt-metrics through Research Objects. In: Alt Metrics Workshop 2011 June 2011 Koblenz."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D. and Weal, M., 2011. Measuring Narrative Cohesion: A Five Variables Approach. In: Narrative and Hypertext 2011 June 2011 Eindhoven."
Dr Charlie Hargood,Conference,"Millard, D., Hargood, C., Weal, M., Warren, L. and Harris, L., 2011. Social Media and Emergent Organizational Narratives. In: Narrative and Hypertext 2011 June 2011 Eindhoven."
Dr Charlie Hargood,Conference,"McSweeney, P., Borthwick, K., Hargood, C., Millard, D. and Howard, Y., 2011. The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories. In: Open Repositories 2011 February 2011 Austen."
Dr Charlie Hargood,Conference,"Hargood, C., Millard, D.E. and Weal, M.J., 2010. A semiotic approach for the generation of themed photo narratives. 19-28."
